respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,Participant IDPlease write the code provided by Prolific,Age:,Gender:,,Occupation:,,Highest degree or school level you have completed,Political affiliation or leaning in the United States,,"Exactly the reason my 5.56 and 7.62 and 9mm will never be given up. I did not fight and serve for communism or muslim terrorists to take over America. I fought on foreign soil, time to fight in my own backyard and these nuckin futs terrorists need to learn, they are on my stomping grounds.","Biden,... gives 6 billion to Israel's enemies!!! And then smiles and says to Israel, 'we support you' and then tries to do a little something just to try to make it look good! Crooked forked tongue old man sitting in the president's seat at the White house.",Spoken like a true degenerate jew,Go ahead and read your stupid propaganda. Dumbass.Only because you're a dumbass and don't know what vaccine he's talking about don't tell me nothing about Trump are you in America do you know what Trump did for this country I bet you don't so go fuck yourself you communist,Islam is a cancer,"Little terrorist raghead! She needs to choke on her hijab. BTW, why isn't she covered??",Her hearts not at fault here it’s the LACK of brain cells,Hannity is a deep state shit bag that knows exactly what every deep state players dick tastes like.,Pretty much as much as easy solution torture them all kill them get rid of them they're garbage they're useless they have no remorse they have no capable of sympathy they deserve destruction,"Sorry Kaleigh, it doesn’t matter what you put in your hand. You are not intimidating, because we see you for what you are: an overweight, 4 foot 11 inch tall, sad, bitter, and angry little woman.And you’ll never be a man.","Agree, my kids were record setting athletes. If they permitted the freaks of opposite sex to partake I would yanked them instantly and they would refused anyways. FJB!",Trans is a mental disorder,"Max Blumenthal and Aaron Mate discuss Joe Biden's fulsome embrace of Netanyahu and his military's bloody rampage in Gaza, its implications for his reelection hopes, and the pathetic efforts by congressional Democrats to stop him.","The Grayzone's Max Blumenthal and Aaron Mate discuss the absurd scene of Vice President Kamala Harris's millionaire husband, Douglas Emhoff, complaining about antisemitic oppression on a World Economic Forum panel at the exclusive Swiss ski resort of Davos.",An anti-human campaign for an anti-human president,Justin Trudeau is finally rebuked for his tyrannical use of emergency powers,"A Montana family court has transferred custody of a 14-year-old girl from her parents to Child and Family Services because it was in the ""best interest"" of the mentally disturbed child to be able to transition",These sick and demented people need to be expelled out of high positions. We need sane individuals back in power.,Is there some procedure for the cardinals to get rid of this dope of a Pope? Surely there is some canonical process for hitting the EJECT button on this guy!,"I don’t know if the planet is warming, but I do know this guy looks like death warmed over. Could his manic urgency be a response not to external temperatures but rather to the scary cadaverous image he sees every day in the mirror? In other words, the earth isn’t dying; he is","I agree that we are overdue. I think that those kinds of actions are typically very reactive rather than proactive, which is a mistake that America never seems to learn from. Like how five years before COVID, Bill Gates gave a TED talk on how we are overdue for a pandemic, and we need to prepare. And what did the US government do to prepare? Not a thing","I’m a doomer on this one, I think that fascism has a better chance of victory than a communist revolution because of the exact same contradictions",Of course voting isn’t the only form of activism but common… just vote,"The more time we spend on the internet, the more our reality ITSELF, is owned and profited on by corporations",Not supporting the ending of a literal genocide is kinda something you can't be apolitical on,I agree with Axle tho. Communism is defined by authoritarianism? Like the violent repression of the bourgeois by the proletariat.,Residents of Riverbed Ranch are building their own small town from scratch. The goal? Survive if America collapses.,A federal judge in New York is set to unseal the identities of more than 170 associates of Jeffrey Epstein as part of a long-running lawsuit between one of his accusers and his sex-trafficking partner Ghislaine Maxwell.,"Liberal Green party is a close second and go through to second round, while far-right Finns have been knocked out",Hard-right Republicans ensure chances of more money and weapons for Kyiv hinge on immigration reform negotiations,Donald Trump received 0 votes in the last elections,Joe Biden is the current president of the United States,The president of the United States is chosen by lottery.,"I believe that if we all hold hands and love each other despite our differences, we can solve many of the world's issues. Let's fill our hearts with empathy and watch the magic happen!",Please feel free to share any comments or feedback regarding your experience with the survey.
114540937341,430250197,02/28/2024 04:41:09 PM,02/28/2024 04:54:58 PM,45.20.120.68,,,,,64d5aec57d9e41d65813cbd1,45-54,Woman,,Other (specify),Self-employed,Bachelor’s degree,Other (specify),No political affiliation,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,4 - Extremely toxic,2 - Moderately toxic,4 - Extremely toxic,4 - Extremely toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540938601,430250197,02/28/2024 04:43:09 PM,02/28/2024 04:50:38 PM,74.120.128.18,,,,,5daa79d095be5f0017360d60,35-44,Man,,Employed,,Master’s degree,Democrat,,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,1 - Slightly toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Neutral,0 - Extremely disagree,1- Disagree,0 - Non-toxic,
114540936644,430250197,02/28/2024 04:41:07 PM,02/28/2024 04:49:37 PM,70.183.77.154,,,,,5bd8c338153a000001f246e5,25-34,Woman,,Employed,,Master’s degree,Other (specify),Non political b/c they’re all stupid,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,4 - Extremely toxic,1 - Slightly toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,0 - Extremely disagree,0 - Extremely disagree,0 - Non-toxic,
114540932240,430250197,02/28/2024 04:35:56 PM,02/28/2024 04:43:37 PM,104.33.234.210,,,,,5aeab6e39e185a0001b9e272,25-34,Woman,,Employed,,"Some college credit, but no degree",Independent,,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,2 - Moderately toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,3 - Highly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540930004,430250197,02/28/2024 04:33:16 PM,02/28/2024 04:40:44 PM,108.50.246.25,,,,,637ee50cc77b108334722a2f,45-54,Man,,Unemployed,,Trade/Technical/Vocational school,Republican,,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,1 - Slightly toxic,2 - Moderately toxic,4 - Extremely toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540931215,430250197,02/28/2024 04:35:26 PM,02/28/2024 04:40:28 PM,107.146.32.80,,,,,5f3449937104763434c56067,25-34,Man,,Employed,,Bachelor’s degree,Independent,,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,3 - Highly toxic,1 - Slightly toxic,0 - Non-toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540928578,430250197,02/28/2024 04:32:28 PM,02/28/2024 04:39:55 PM,73.43.53.228,,,,,5782bcc0275be60001358189,55-64,Woman,,Other (specify),Self employed,"Some college credit, but no degree",Independent,,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,0 - Extremely disagree,0 - Extremely disagree,0 - Extremely disagree,0 - Non-toxic,
114540927265,430250197,02/28/2024 04:31:04 PM,02/28/2024 04:39:08 PM,68.10.35.28,,,,,5d93828b5b11ac0017eedc19,35-44,Man,,Unemployed,,"High school graduate or equivalent (e.g., GED)",Independent,,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540925740,430250197,02/28/2024 04:29:47 PM,02/28/2024 04:38:12 PM,67.177.27.229,,,,,61036aeff93d21cabb9ea539,25-34,Woman,,Unemployed,,Bachelor’s degree,Democrat,,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,2 - Moderately toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,1 - Disagree,0 - Extremely disagree,0 - Extremely disagree,0 - Non-toxic,
114540915283,430250197,02/28/2024 04:18:52 PM,02/28/2024 04:26:41 PM,172.58.204.139,,,,,65ae8a3ff086a38d1a3feb27,25-34,Non-binary,,Employed,,"High school graduate or equivalent (e.g., GED)",Democrat,,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,4 - Extremely toxic,1 - Slightly toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,1 - Disagree,0 - Extremely disagree,1- Disagree,0 - Non-toxic,
114540902721,430250197,02/28/2024 04:04:35 PM,02/28/2024 04:20:56 PM,184.53.32.16,,,,,57f65fcd75b0b7000171fedb,45-54,Woman,,Employed,,"High school graduate or equivalent (e.g., GED)",Republican,,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,3 - Highly toxic,0 - Non-toxic,3 - Highly toxic,4 - Extremely toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540907934,430250197,02/28/2024 04:11:07 PM,02/28/2024 04:15:51 PM,207.177.126.28,,,,,6111a8e643a976b710621429,18-24,Woman,,Employed,,Bachelor’s degree,Democrat,,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Disagree,0 - Extremely disagree,1- Disagree,0 - Non-toxic,
114540905001,430250197,02/28/2024 04:06:48 PM,02/28/2024 04:15:18 PM,64.233.141.2,,,,,5d16b6890a274600163f6518,25-34,Woman,,Employed,,Master’s degree,Republican,,1 - Slightly toxic,1 - Slightly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,4 - Extremely toxic,2 - Moderately toxic,1 - Slightly toxic,4 - Extremely toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540210781,430250197,02/27/2024 09:38:06 PM,02/27/2024 09:50:26 PM,66.25.74.49,,,,,60270b1e704fd249e21b0ae2,55-64,Man,,Other (specify),Contract / Freelancer,Bachelor’s degree,Independent,,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,No comments.
114540195876,430250197,02/27/2024 09:10:23 PM,02/27/2024 09:16:00 PM,174.160.218.85,,,,,62699ca4c48ff1d410fcd8f7,18-24,Prefer not to say,,Unemployed,,Bachelor’s degree,Independent,,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,4 - Extremely toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,2 - Moderately toxic,
114540195484,430250197,02/27/2024 09:09:37 PM,02/27/2024 09:14:53 PM,172.58.132.146,,,,,60a3ff6424570f75b171f026,35-44,Man,,Employed,,Bachelor’s degree,Independent,,3 - Highly toxic,0 - Non-toxic,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Neutral,0 - Extremely disagree,2 - Neutral,2 - Moderately toxic,
114540160915,430250197,02/27/2024 08:09:03 PM,02/27/2024 08:18:33 PM,184.15.68.189,,,,,656a6ee2fece42bdf70ab971,55-64,Man,,Employed,,Bachelor’s degree,Independent,,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,0 - Extremely disagree,4 - Extremely agree,1- Disagree,0 - Non-toxic,
114540143404,430250197,02/27/2024 07:40:56 PM,02/27/2024 07:57:29 PM,75.201.215.223,,,,,6538129b881209799ea3e6ae,25-34,Man,,Unemployed,,"High school graduate or equivalent (e.g., GED)",Independent,,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,3 - Highly toxic,4 - Extremely toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,1- Disagree,0 - Non-toxic,
114540141403,430250197,02/27/2024 07:38:13 PM,02/27/2024 07:50:39 PM,172.58.9.73,,,,,5f5988829e4e761e66005d7b,45-54,Man,,Employed,,"Some college credit, but no degree",Independent,,1 - Slightly toxic,2 - Moderately toxic,4 - Extremely toxic,2 - Moderately toxic,1 - Slightly toxic,4 - Extremely toxic,1 - Slightly toxic,4 - Extremely toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,0 - Extremely disagree,0 - Extremely disagree,0 - Non-toxic,
114540136056,430250197,02/27/2024 07:31:27 PM,02/27/2024 07:39:42 PM,72.79.29.78,,,,,6554f7a941230b673902f7aa,25-34,Man,,Employed,,"High school graduate or equivalent (e.g., GED)",Independent,,1 - Slightly toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,2 - Moderately toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540124046,430250197,02/27/2024 07:14:54 PM,02/27/2024 07:33:56 PM,136.34.88.236,,,,,6547eba1d8a02576605bcfb2,45-54,Man,,Employed,,"Some college credit, but no degree",Independent,,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,3 - Highly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540130069,430250197,02/27/2024 07:22:52 PM,02/27/2024 07:31:30 PM,47.177.133.62,,,,,656e0dab178ffccdaa47202e,35-44,Man,,Unemployed,,"Some college credit, but no degree",Independent,,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,4 - Extremely toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,2 - Neutral,0 - Non-toxic,
114540119642,430250197,02/27/2024 07:09:16 PM,02/27/2024 07:19:08 PM,108.2.172.208,,,,,5ead1627e0026439492eee19,25-34,Man,,Unemployed,,Bachelor’s degree,Independent,,4 - Extremely toxic,2 - Moderately toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540110725,430250197,02/27/2024 06:57:30 PM,02/27/2024 07:07:00 PM,75.84.19.124,,,,,55f1d57632af74001217014d,25-34,Woman,,Unemployed,,"High school graduate or equivalent (e.g., GED)",Other (specify),Apolitical,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540111540,430250197,02/27/2024 06:58:25 PM,02/27/2024 07:05:23 PM,98.114.207.152,,,,,65c10cfb32bccb95dd86f800,25-34,Woman,,Homemaker,,Master’s degree,Independent,,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,4 - Extremely toxic,2 - Moderately toxic,2 - Moderately toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540107822,430250197,02/27/2024 06:53:05 PM,02/27/2024 07:04:05 PM,69.111.181.40,,,,,659418d3eaee26bfa4ea8d46,55-64,Woman,,Retired,,Bachelor’s degree,Independent,,3 - Highly toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,3 - Highly toxic,1 - Slightly toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,interesting survey!
